Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[genotype]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[infect]	Factor Value[sampling time point]	Unit[time unit]	Factor Value[disease]	Factor Value[organism part]
Sample 39	ERS4146145	SAMEA6380058	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 39	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 39	sequencing assay	ERX3729471	dpi20_acute5_R2.fastq.gz	dpi20_acute5_R2.fastq.gz	ERR3728291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728291/ERR3728291_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 40	ERS4146146	SAMEA6380059	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 40	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 40	sequencing assay	ERX3729472	dpi20_chronic1_R1.fastq.gz	dpi20_chronic1_R1.fastq.gz	ERR3728292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728292/ERR3728292_1.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 40	ERS4146146	SAMEA6380059	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 40	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 40	sequencing assay	ERX3729472	dpi20_chronic1_R2.fastq.gz	dpi20_chronic1_R2.fastq.gz	ERR3728292	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728292/ERR3728292_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 41	ERS4146147	SAMEA6380060	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 41	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 41	sequencing assay	ERX3729473	dpi20_chronic2_R1.fastq.gz	dpi20_chronic2_R1.fastq.gz	ERR3728293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728293/ERR3728293_1.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 41	ERS4146147	SAMEA6380060	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 41	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 41	sequencing assay	ERX3729473	dpi20_chronic2_R2.fastq.gz	dpi20_chronic2_R2.fastq.gz	ERR3728293	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728293/ERR3728293_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 42	ERS4146148	SAMEA6380061	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 42	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 42	sequencing assay	ERX3729474	dpi20_chronic3_R1.fastq.gz	dpi20_chronic3_R1.fastq.gz	ERR3728294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728294/ERR3728294_1.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 42	ERS4146148	SAMEA6380061	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 42	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 42	sequencing assay	ERX3729474	dpi20_chronic3_R2.fastq.gz	dpi20_chronic3_R2.fastq.gz	ERR3728294	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728294/ERR3728294_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 43	ERS4146149	SAMEA6380062	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 43	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 43	sequencing assay	ERX3729475	dpi20_chronic4_R1.fastq.gz	dpi20_chronic4_R1.fastq.gz	ERR3728295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728295/ERR3728295_1.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 43	ERS4146149	SAMEA6380062	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 43	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 43	sequencing assay	ERX3729475	dpi20_chronic4_R2.fastq.gz	dpi20_chronic4_R2.fastq.gz	ERR3728295	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728295/ERR3728295_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 44	ERS4146150	SAMEA6380063	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 44	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 44	sequencing assay	ERX3729476	dpi20_chronic5_R1.fastq.gz	dpi20_chronic5_R1.fastq.gz	ERR3728296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728296/ERR3728296_1.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 44	ERS4146150	SAMEA6380063	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 44	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 44	sequencing assay	ERX3729476	dpi20_chronic5_R2.fastq.gz	dpi20_chronic5_R2.fastq.gz	ERR3728296	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728296/ERR3728296_2.fastq.gz	Lymphocytic choriomeningitis virus	20	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 30	ERS4146151	SAMEA6380064	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 30	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 30	sequencing assay	ERX3729477	dpi20_naive1_R1.fastq.gz	dpi20_naive1_R1.fastq.gz	ERR3728297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728297/ERR3728297_1.fastq.gz	none	20	day	normal	blood
Sample 30	ERS4146151	SAMEA6380064	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 30	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 30	sequencing assay	ERX3729477	dpi20_naive1_R2.fastq.gz	dpi20_naive1_R2.fastq.gz	ERR3728297	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728297/ERR3728297_2.fastq.gz	none	20	day	normal	blood
Sample 31	ERS4146152	SAMEA6380065	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 31	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 31	sequencing assay	ERX3729478	dpi20_naive2_R1.fastq.gz	dpi20_naive2_R1.fastq.gz	ERR3728298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728298/ERR3728298_1.fastq.gz	none	20	day	normal	blood
Sample 31	ERS4146152	SAMEA6380065	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 31	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 31	sequencing assay	ERX3729478	dpi20_naive2_R2.fastq.gz	dpi20_naive2_R2.fastq.gz	ERR3728298	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728298/ERR3728298_2.fastq.gz	none	20	day	normal	blood
Sample 32	ERS4146153	SAMEA6380066	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 32	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 32	sequencing assay	ERX3729479	dpi20_naive3_R1.fastq.gz	dpi20_naive3_R1.fastq.gz	ERR3728299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728299/ERR3728299_1.fastq.gz	none	20	day	normal	blood
Sample 32	ERS4146153	SAMEA6380066	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 32	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 32	sequencing assay	ERX3729479	dpi20_naive3_R2.fastq.gz	dpi20_naive3_R2.fastq.gz	ERR3728299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728299/ERR3728299_2.fastq.gz	none	20	day	normal	blood
Sample 33	ERS4146154	SAMEA6380067	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 33	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 33	sequencing assay	ERX3729480	dpi20_naive4_R1.fastq.gz	dpi20_naive4_R1.fastq.gz	ERR3728300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728300/ERR3728300_1.fastq.gz	none	20	day	normal	blood
Sample 33	ERS4146154	SAMEA6380067	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 33	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 33	sequencing assay	ERX3729480	dpi20_naive4_R2.fastq.gz	dpi20_naive4_R2.fastq.gz	ERR3728300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728300/ERR3728300_2.fastq.gz	none	20	day	normal	blood
Sample 34	ERS4146155	SAMEA6380068	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 34	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 34	sequencing assay	ERX3729481	dpi20_naive5_R1.fastq.gz	dpi20_naive5_R1.fastq.gz	ERR3728301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728301/ERR3728301_1.fastq.gz	none	20	day	normal	blood
Sample 34	ERS4146155	SAMEA6380068	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 34	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 34	sequencing assay	ERX3729481	dpi20_naive5_R2.fastq.gz	dpi20_naive5_R2.fastq.gz	ERR3728301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728301/ERR3728301_2.fastq.gz	none	20	day	normal	blood
Sample 50	ERS4146156	SAMEA6380069	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 50	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 50	sequencing assay	ERX3729482	dpi50_acute1_R1.fastq.gz	dpi50_acute1_R1.fastq.gz	ERR3728302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728302/ERR3728302_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 50	ERS4146156	SAMEA6380069	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 50	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 50	sequencing assay	ERX3729482	dpi50_acute1_R2.fastq.gz	dpi50_acute1_R2.fastq.gz	ERR3728302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728302/ERR3728302_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 51	ERS4146157	SAMEA6380070	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 51	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 51	sequencing assay	ERX3729483	dpi50_acute2_R1.fastq.gz	dpi50_acute2_R1.fastq.gz	ERR3728303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728303/ERR3728303_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 51	ERS4146157	SAMEA6380070	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 51	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 51	sequencing assay	ERX3729483	dpi50_acute2_R2.fastq.gz	dpi50_acute2_R2.fastq.gz	ERR3728303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728303/ERR3728303_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 52	ERS4146158	SAMEA6380071	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 52	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 52	sequencing assay	ERX3729484	dpi50_acute3_R1.fastq.gz	dpi50_acute3_R1.fastq.gz	ERR3728304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728304/ERR3728304_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 52	ERS4146158	SAMEA6380071	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 52	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 52	sequencing assay	ERX3729484	dpi50_acute3_R2.fastq.gz	dpi50_acute3_R2.fastq.gz	ERR3728304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728304/ERR3728304_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 53	ERS4146159	SAMEA6380072	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 53	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 53	sequencing assay	ERX3729485	dpi50_acute4_R1.fastq.gz	dpi50_acute4_R1.fastq.gz	ERR3728305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728305/ERR3728305_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 53	ERS4146159	SAMEA6380072	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 53	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 53	sequencing assay	ERX3729485	dpi50_acute4_R2.fastq.gz	dpi50_acute4_R2.fastq.gz	ERR3728305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728305/ERR3728305_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 54	ERS4146160	SAMEA6380073	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 54	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 54	sequencing assay	ERX3729486	dpi50_acute5_R1.fastq.gz	dpi50_acute5_R1.fastq.gz	ERR3728306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728306/ERR3728306_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 54	ERS4146160	SAMEA6380073	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 54	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 54	sequencing assay	ERX3729486	dpi50_acute5_R2.fastq.gz	dpi50_acute5_R2.fastq.gz	ERR3728306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728306/ERR3728306_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 55	ERS4146161	SAMEA6380074	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 55	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 55	sequencing assay	ERX3729487	dpi50_chronic1_R1.fastq.gz	dpi50_chronic1_R1.fastq.gz	ERR3728307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728307/ERR3728307_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 55	ERS4146161	SAMEA6380074	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 55	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 55	sequencing assay	ERX3729487	dpi50_chronic1_R2.fastq.gz	dpi50_chronic1_R2.fastq.gz	ERR3728307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728307/ERR3728307_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 56	ERS4146162	SAMEA6380075	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 56	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 56	sequencing assay	ERX3729488	dpi50_chronic2_R1.fastq.gz	dpi50_chronic2_R1.fastq.gz	ERR3728308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728308/ERR3728308_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
